simTime,road,direction,total_cumulative,active,slowing,stopped
235.0,"Childrens Way",inbound,1,0,0,0
235.0,"Dreyersdal Road",inbound,2,2,0,0
235.0,"Homestead Avenue",inbound,1,0,0,0
310.0,"Childrens Way",inbound,1,0,0,0
310.0,"Christopher Road",inbound,2,0,0,0
310.0,"Vineyard Road",inbound,2,1,0,0
310.0,"Leyden Road",inbound,1,0,0,1
310.0,"Dreyersdal Road",inbound,2,0,0,0
310.0,"Homestead Avenue",inbound,1,0,0,0
385.0,"Childrens Way",inbound,2,0,0,0
385.0,"Starke Road",inbound,1,1,0,0
385.0,"Christopher Road",inbound,2,0,0,0
385.0,"Vineyard Road",inbound,2,0,0,0
385.0,"Leyden Road",inbound,2,0,0,0
385.0,"Dreyersdal Road",inbound,4,2,0,0
385.0,"Firgrove Way Service Road",inbound,1,0,0,0
385.0,"Tokai High School Internal Road",inbound,2,0,0,1
385.0,"Tokai High School Internal Road",outbound,2,1,0,0
385.0,"Homestead Avenue",inbound,2,1,0,0
460.0,"Childrens Way",inbound,3,1,0,0
460.0,"Starke Road",inbound,1,0,0,0
460.0,"Christopher Road",inbound,6,2,0,0
460.0,"Ruskin Road",outbound,1,1,0,0
460.0,"Vineyard Road",inbound,4,1,0,0
460.0,"Aristea Road",outbound,1,0,0,0
460.0,"Leyden Road",inbound,3,0,0,1
460.0,"Dreyersdal Road",inbound,5,0,0,0
460.0,"Firgrove Way Service Road",inbound,1,0,0,0
460.0,"Tokai High School Internal Road",inbound,2,0,0,0
460.0,"Tokai High School Internal Road",outbound,2,1,0,0
460.0,"Homestead Avenue",inbound,2,0,0,0
540.0,"Childrens Way",inbound,3,0,0,0
540.0,"Starke Road",inbound,1,0,0,0
540.0,"Starke Road",outbound,1,1,0,0
540.0,"Christopher Road",inbound,7,0,0,0
540.0,"Christopher Road",outbound,1,1,0,0
540.0,"Ruskin Road",outbound,2,0,0,0
540.0,"Vineyard Road",inbound,7,0,0,1
540.0,"Vineyard Road",outbound,2,0,0,0
540.0,"Aristea Road",outbound,2,0,0,0
540.0,"Dante Road",outbound,2,0,0,0
540.0,"Airlie Road",outbound,1,0,0,0
540.0,"Leyden Road",inbound,6,0,0,0
540.0,"Dreyersdal Road",inbound,7,1,0,0
540.0,"Dreyersdal Road",outbound,1,1,0,0
540.0,"Firgrove Way Service Road",inbound,1,0,0,0
540.0,"Tokai High School Internal Road",inbound,4,0,0,1
540.0,"Tokai High School Internal Road",outbound,6,3,0,0
